recency,frequency,monetary,R_score,F_score,M_score,RFM_Cell,segment
1,1,6.9,5,1,1,511,Regular Customer
40,1,166.94,5,1,4,514,Regular Customer
269,1,23.99,2,1,1,211,Regular Customer
313,1,489.0,2,1,5,215,Regular Customer
121,2,114.8,4,5,4,454,Regular Customer
282,1,16.97,2,1,1,211,Regular Customer
189,1,59.8,3,1,2,312,Regular Customer
35,1,125.99,5,1,4,514,Regular Customer
145,1,184.22,4,1,5,415,Regular Customer
264,1,189.9,3,1,5,315,Regular Customer
257,1,120.0,3,1,4,314,Regular Customer
373,1,69.8,2,1,2,212,Regular Customer
15,1,49.9,5,1,2,512,Regular Customer
200,1,39.99,3,1,2,312,Regular Customer
322,1,196.99,2,1,5,215,Regular Customer
84,1,89.98,5,1,3,513,Regular Customer
374,1,18.99,2,1,1,211,Regular Customer
27,1,134.9,5,1,4,514,Regular Customer
211,1,157.9,3,1,4,314,Regular Customer
117,1,99.9,4,1,3,413,Regular Customer
256,1,225.0,3,1,5,315,Regular Customer
163,1,33.25,4,1,1,411,Regular Customer
231,2,89.99000000000001,3,5,3,353,Regular Customer
473,1,89.0,1,1,3,113,Regular Customer
190,1,29.99,3,1,1,311,Regular Customer
164,1,96.49,4,1,3,413,Regular Customer
56,1,74.8,5,1,3,513,Regular Customer
41,1,49.9,5,1,2,512,Regular Customer
88,1,34.9,5,1,1,511,Regular Customer
152,1,97.9,4,1,3,413,Regular Customer
212,1,129.0,3,1,4,314,Regular Customer
203,1,154.0,3,1,4,314,Regular Customer
137,1,88.99,4,1,3,413,Regular Customer
162,1,18.99,4,1,1,411,Regular Customer
265,1,49.9,3,1,2,312,Regular Customer
272,1,39.99,2,1,2,212,Regular Customer
539,1,140.0,1,1,4,114,Regular Customer
108,1,89.99,4,1,3,413,Regular Customer
473,1,103.99,1,1,3,113,Regular Customer
129,1,36.9,4,1,1,411,Regular Customer
179,1,47.9,3,1,2,312,Regular Customer
249,1,56.99,3,1,2,312,Regular Customer
82,1,195.0,5,1,5,515,Regular Customer
181,1,510.0,3,1,5,315,Regular Customer
252,1,27.7,3,1,1,311,Regular Customer
153,1,159.0,4,1,4,414,Regular Customer
386,1,66.9,1,1,2,112,At Risk
434,1,70.74,1,1,3,113,Regular Customer
364,1,29.9,2,1,1,211,Regular Customer
204,1,329.0,3,1,5,315,Regular Customer
237,1,137.8,3,1,4,314,Regular Customer
579,1,79.9,1,1,3,113,Regular Customer
181,1,204.0,3,1,5,315,Regular Customer
528,1,198.0,1,1,5,115,Regular Customer
135,1,820.0,4,1,5,415,Regular Customer
84,1,92.0,5,1,3,513,Regular Customer
224,1,23.99,3,1,1,311,Regular Customer
417,1,72.9,1,1,3,113,Regular Customer
268,1,59.0,3,1,2,312,Regular Customer
37,1,118.13,5,1,4,514,Regular Customer
275,1,29.99,2,1,1,211,Regular Customer
150,2,79.97,4,5,3,453,Regular Customer
385,1,49.99,1,1,2,112,At Risk
21,1,32.99,5,1,1,511,Regular Customer
426,1,87.0,1,1,3,113,Regular Customer
190,1,199.9,3,1,5,315,Regular Customer
185,1,733.95,3,1,5,315,Regular Customer
161,1,54.99,4,1,2,412,Regular Customer
318,1,25.0,2,1,1,211,Regular Customer
694,1,319.6,1,1,5,115,Regular Customer
75,1,29.88,5,1,1,511,Regular Customer
158,1,35.0,4,1,1,411,Regular Customer
113,1,899.5,4,1,5,415,Regular Customer
164,1,35.9,4,1,1,411,Regular Customer
106,1,59.8,4,1,2,412,Regular Customer
478,1,46.86,1,1,2,112,At Risk
161,1,19.99,4,1,1,411,Regular Customer
274,1,76.0,2,1,3,213,Regular Customer
387,1,69.9,1,1,2,112,At Risk
206,1,210.0,3,1,5,315,Regular Customer
43,1,259.0,5,1,5,515,Regular Customer
308,1,120.0,2,1,4,214,Regular Customer
169,1,13.65,4,1,1,411,Regular Customer
36,2,156.0,5,5,4,554,VIP Customer
14,1,50.75,5,1,2,512,Regular Customer
476,1,44.9,1,1,2,112,At Risk
321,1,250.0,2,1,5,215,Regular Customer
534,1,32.5,1,1,1,111,At Risk
290,1,59.9,2,1,2,212,Regular Customer
78,1,139.4,5,1,4,514,Regular Customer
334,1,179.0,2,1,4,214,Regular Customer
394,1,39.9,1,1,1,111,At Risk
134,1,49.6,4,1,2,412,Regular Customer
100,1,102.62,4,1,3,413,Regular Customer
174,1,999.0,4,1,5,415,Regular Customer
279,1,399.99,2,1,5,215,Regular Customer
259,1,174.9,3,1,4,314,Regular Customer
306,1,45.9,2,1,2,212,Regular Customer
146,1,109.9,4,1,3,413,Regular Customer
171,1,59.9,4,1,2,412,Regular Customer
338,1,50.699999999999996,2,1,2,212,Regular Customer
346,1,35.99,2,1,1,211,Regular Customer
49,1,20.0,5,1,1,511,Regular Customer
148,1,49.0,4,1,2,412,Regular Customer
162,1,47.95,4,1,2,412,Regular Customer
475,1,169.0,1,1,4,114,Regular Customer
145,1,13.99,4,1,1,411,Regular Customer
34,1,135.0,5,1,4,514,Regular Customer
90,1,120.5,5,1,4,514,Regular Customer
81,1,18.9,5,1,1,511,Regular Customer
27,1,45.0,5,1,2,512,Regular Customer
511,1,35.9,1,1,1,111,At Risk
183,1,129.9,3,1,4,314,Regular Customer
181,1,115.0,3,1,4,314,Regular Customer
55,1,127.0,5,1,4,514,Regular Customer
115,1,34.72,4,1,1,411,Regular Customer
2,1,21.99,5,1,1,511,Regular Customer
520,1,18.99,1,1,1,111,At Risk
238,1,89.9,3,1,3,313,Regular Customer
201,1,245.98,3,1,5,315,Regular Customer
252,1,44.9,3,1,2,312,Regular Customer
17,1,79.9,5,1,3,513,Regular Customer
409,1,117.47,1,1,4,114,Regular Customer
567,1,54.9,1,1,2,112,At Risk
313,1,18.9,2,1,1,211,Regular Customer
67,1,11.9,5,1,1,511,Regular Customer
233,1,79.0,3,1,3,313,Regular Customer
266,1,70.97,3,1,3,313,Regular Customer
20,1,287.0,5,1,5,515,Regular Customer
285,1,252.0,2,1,5,215,Regular Customer
388,1,350.0,1,1,5,115,Regular Customer
365,1,1100.0,2,1,5,215,Regular Customer
137,1,95.0,4,1,3,413,Regular Customer
411,1,29.9,1,1,1,111,At Risk
65,1,179.9,5,1,4,514,Regular Customer
272,1,74.9,2,1,3,213,Regular Customer
303,1,89.99,2,1,3,213,Regular Customer
400,1,12.97,1,1,1,111,At Risk
29,1,45.97,5,1,2,512,Regular Customer
199,1,10.0,3,1,1,311,Regular Customer
351,1,39.9,2,1,1,211,Regular Customer
292,1,68.9,2,1,2,212,Regular Customer
16,1,74.0,5,1,3,513,Regular Customer
43,1,24.9,5,1,1,511,Regular Customer
254,1,15.6,3,1,1,311,Regular Customer
386,1,169.0,1,1,4,114,Regular Customer
28,1,149.65,5,1,4,514,Regular Customer
100,1,27.98,4,1,1,411,Regular Customer
126,1,17.0,4,1,1,411,Regular Customer
551,1,689.89,1,1,5,115,Regular Customer
309,1,21.99,2,1,1,211,Regular Customer
38,1,171.9,5,1,4,514,Regular Customer
310,1,59.9,2,1,2,212,Regular Customer
119,1,75.9,4,1,3,413,Regular Customer
236,1,27.3,3,1,1,311,Regular Customer
164,1,34.9,4,1,1,411,Regular Customer
245,1,29.9,3,1,1,311,Regular Customer
322,1,70.9,2,1,3,213,Regular Customer
216,1,24.9,3,1,1,311,Regular Customer
114,1,74.99,4,1,3,413,Regular Customer
168,1,148.9,4,1,4,414,Regular Customer
227,1,59.9,3,1,2,312,Regular Customer
224,1,31.2,3,1,1,311,Regular Customer
230,1,54.9,3,1,2,312,Regular Customer
162,1,59.9,4,1,2,412,Regular Customer
694,1,10.0,1,1,1,111,At Risk
251,1,149.9,3,1,4,314,Regular Customer
172,1,19.9,4,1,1,411,Regular Customer
44,1,78.71,5,1,3,513,Regular Customer
534,1,60.0,1,1,2,112,At Risk
279,1,32.99,2,1,1,211,Regular Customer
167,1,50.0,4,1,2,412,Regular Customer
389,1,205.0,1,1,5,115,Regular Customer
281,1,199.0,2,1,5,215,Regular Customer
136,1,55.0,4,1,2,412,Regular Customer
246,1,129.0,3,1,4,314,Regular Customer
539,1,188.99,1,1,5,115,Regular Customer
157,1,57.0,4,1,2,412,Regular Customer
459,1,47.9,1,1,2,112,At Risk
158,1,179.6,4,1,4,414,Regular Customer
450,1,219.99,1,1,5,115,Regular Customer
210,1,47.49,3,1,2,312,Regular Customer
191,1,109.9,3,1,3,313,Regular Customer
64,1,155.0,5,1,4,514,Regular Customer
185,1,74.99,3,1,3,313,Regular Customer
87,1,48.9,5,1,2,512,Regular Customer
428,1,59.9,1,1,2,112,At Risk
130,1,79.0,4,1,3,413,Regular Customer
261,1,84.99,3,1,3,313,Regular Customer
392,1,97.0,1,1,3,113,Regular Customer
263,2,237.69,3,5,5,355,Regular Customer
454,1,79.99,1,1,3,113,Regular Customer
409,1,23.98,1,1,1,111,At Risk
156,1,107.99,4,1,3,413,Regular Customer
356,1,53.9,2,1,2,212,Regular Customer
285,1,639.9,2,1,5,215,Regular Customer
63,1,330.0,5,1,5,515,Regular Customer
407,1,49.9,1,1,2,112,At Risk
297,1,28.0,2,1,1,211,Regular Customer
27,1,199.9,5,1,5,515,Regular Customer
76,1,84.0,5,1,3,513,Regular Customer
157,1,99.9,4,1,3,413,Regular Customer
228,1,39.99,3,1,2,312,Regular Customer
366,1,1200.0,2,1,5,215,Regular Customer
217,1,149.0,3,1,4,314,Regular Customer
358,1,59.9,2,1,2,212,Regular Customer
114,1,44.99,4,1,2,412,Regular Customer
170,1,159.0,4,1,4,414,Regular Customer
27,1,116.9,5,1,4,514,Regular Customer
133,1,99.9,4,1,3,413,Regular Customer
459,1,249.99,1,1,5,115,Regular Customer
471,1,19.99,1,1,1,111,At Risk
293,1,243.89,2,1,5,215,Regular Customer
431,1,23.0,1,1,1,111,At Risk
12,1,369.9,5,1,5,515,Regular Customer
133,1,319.99,4,1,5,415,Regular Customer
171,1,57.9,4,1,2,412,Regular Customer
368,2,85.89,2,5,3,253,Regular Customer
216,1,24.07,3,1,1,311,Regular Customer
279,1,288.92,2,1,5,215,Regular Customer
208,1,24.9,3,1,1,311,Regular Customer
377,1,39.9,2,1,1,211,Regular Customer
556,1,68.9,1,1,2,112,At Risk
29,1,259.99,5,1,5,515,Regular Customer
483,1,16.99,1,1,1,111,At Risk
216,1,99.9,3,1,3,313,Regular Customer
216,1,129.0,3,1,4,314,Regular Customer
178,1,85.12,3,1,3,313,Regular Customer
253,1,19.9,3,1,1,311,Regular Customer
269,1,199.9,2,1,5,215,Regular Customer
90,1,47.9,5,1,2,512,Regular Customer
519,1,9.9,1,1,1,111,At Risk
443,1,57.9,1,1,2,112,At Risk
408,1,79.9,1,1,3,113,Regular Customer
18,1,226.0,5,1,5,515,Regular Customer
120,1,27.9,4,1,1,411,Regular Customer
171,1,69.5,4,1,2,412,Regular Customer
264,1,299.9,3,1,5,315,Regular Customer
349,1,85.9,2,1,3,213,Regular Customer
505,1,39.9,1,1,1,111,At Risk
307,1,159.0,2,1,4,214,Regular Customer
215,1,89.0,3,1,3,313,Regular Customer
45,1,230.0,5,1,5,515,Regular Customer
108,1,25.52,4,1,1,411,Regular Customer
27,1,274.49,5,1,5,515,Regular Customer
182,1,385.9,3,1,5,315,Regular Customer
296,1,39.5,2,1,1,211,Regular Customer
159,1,44.99,4,1,2,412,Regular Customer
398,1,56.99,1,1,2,112,At Risk
56,1,79.0,5,1,3,513,Regular Customer
278,1,190.83,2,1,5,215,Regular Customer
118,1,140.0,4,1,4,414,Regular Customer
290,1,129.9,2,1,4,214,Regular Customer
25,1,139.99,5,1,4,514,Regular Customer
390,1,29.9,1,1,1,111,At Risk
150,1,19.9,4,1,1,411,Regular Customer
128,1,25.0,4,1,1,411,Regular Customer
385,1,457.0,1,1,5,115,Regular Customer
494,1,66.99,1,1,2,112,At Risk
214,1,47.49,3,1,2,312,Regular Customer
191,1,31.9,3,1,1,311,Regular Customer
159,1,49.6,4,1,2,412,Regular Customer
102,1,75.9,4,1,3,413,Regular Customer
64,1,12.5,5,1,1,511,Regular Customer
82,1,41.99,5,1,2,512,Regular Customer
221,1,118.0,3,1,4,314,Regular Customer
68,1,92.89,5,1,3,513,Regular Customer
291,1,114.9,2,1,4,214,Regular Customer
119,1,144.9,4,1,4,414,Regular Customer
18,1,166.9,5,1,4,514,Regular Customer
64,1,24.5,5,1,1,511,Regular Customer
485,1,89.9,1,1,3,113,Regular Customer
49,1,337.18,5,1,5,515,Regular Customer
17,2,153.7,5,5,4,554,VIP Customer
112,1,349.9,4,1,5,415,Regular Customer
233,1,49.99,3,1,2,312,Regular Customer
98,1,33.0,4,1,1,411,Regular Customer
175,1,91.2,4,1,3,413,Regular Customer
388,1,45.0,1,1,2,112,At Risk
303,1,64.99,2,1,2,212,Regular Customer
183,1,179.93,3,1,5,315,Regular Customer
81,1,149.9,5,1,4,514,Regular Customer
174,1,139.98,4,1,4,414,Regular Customer
471,1,69.0,1,1,2,112,At Risk
408,1,63.9,1,1,2,112,At Risk
271,1,50.9,2,1,2,212,Regular Customer
278,1,49.0,2,1,2,212,Regular Customer
240,1,107.9,3,1,3,313,Regular Customer
486,1,82.8,1,1,3,113,Regular Customer
278,1,110.0,2,1,4,214,Regular Customer
462,1,49.8,1,1,2,112,At Risk
37,1,69.99,5,1,3,513,Regular Customer
278,1,6.0,2,1,1,211,Regular Customer
443,1,469.99,1,1,5,115,Regular Customer
177,1,49.89,4,1,2,412,Regular Customer
10,1,48.9,5,1,2,512,Regular Customer
428,1,230.0,1,1,5,115,Regular Customer
352,1,89.65,2,1,3,213,Regular Customer
266,1,58.0,3,1,2,312,Regular Customer
205,1,124.9,3,1,4,314,Regular Customer
171,1,29.5,4,1,1,411,Regular Customer
343,1,99.9,2,1,3,213,Regular Customer
175,1,109.9,4,1,3,413,Regular Customer
119,1,59.9,4,1,2,412,Regular Customer
105,1,45.99,4,1,2,412,Regular Customer
486,1,119.9,1,1,4,114,Regular Customer
87,1,59.8,5,1,2,512,Regular Customer
179,1,35.0,3,1,1,311,Regular Customer
571,1,37.99,1,1,1,111,At Risk
488,1,43.9,1,1,2,112,At Risk
219,1,149.0,3,1,4,314,Regular Customer
212,1,229.9,3,1,5,315,Regular Customer
37,1,45.0,5,1,2,512,Regular Customer
380,1,48.98,2,1,2,212,Regular Customer
162,1,79.99,4,1,3,413,Regular Customer
13,1,523.0,5,1,5,515,Regular Customer
168,1,58.2,4,1,2,412,Regular Customer
53,1,159.9,5,1,4,514,Regular Customer
210,1,278.9,3,1,5,315,Regular Customer
499,1,549.0,1,1,5,115,Regular Customer
310,1,319.8,2,1,5,215,Regular Customer
335,1,70.9,2,1,3,213,Regular Customer
172,1,129.89,4,1,4,414,Regular Customer
272,1,79.0,2,1,3,213,Regular Customer
147,1,259.9,4,1,5,415,Regular Customer
179,1,81.0,3,1,3,313,Regular Customer
227,1,110.8,3,1,4,314,Regular Customer
155,1,169.78,4,1,4,414,Regular Customer
482,1,34.99,1,1,1,111,At Risk
254,1,118.0,3,1,4,314,Regular Customer
341,1,19.33,2,1,1,211,Regular Customer
484,1,25.99,1,1,1,111,At Risk
160,1,47.65,4,1,2,412,Regular Customer
234,1,89.8,3,1,3,313,Regular Customer
325,1,58.99,2,1,2,212,Regular Customer
65,1,41.8,5,1,2,512,Regular Customer
309,1,113.9,2,1,4,214,Regular Customer
132,1,26.15,4,1,1,411,Regular Customer
14,1,199.0,5,1,5,515,Regular Customer
271,1,348.8,2,1,5,215,Regular Customer
435,1,229.99,1,1,5,115,Regular Customer
165,1,467.0,4,1,5,415,Regular Customer
24,1,48.9,5,1,2,512,Regular Customer
243,1,54.0,3,1,2,312,Regular Customer
419,1,75.9,1,1,3,113,Regular Customer
415,1,95.03,1,1,3,113,Regular Customer
221,1,15.9,3,1,1,311,Regular Customer
242,1,49.9,3,1,2,312,Regular Customer
245,1,54.9,3,1,2,312,Regular Customer
54,1,112.9,5,1,4,514,Regular Customer
193,1,168.0,3,1,4,314,Regular Customer
555,1,22.0,1,1,1,111,At Risk
189,1,60.0,3,1,2,312,Regular Customer
317,1,316.0,2,1,5,215,Regular Customer
111,1,54.9,4,1,2,412,Regular Customer
189,1,55.9,3,1,2,312,Regular Customer
279,1,139.0,2,1,4,214,Regular Customer
182,1,99.99,3,1,3,313,Regular Customer
693,1,499.99,1,1,5,115,Regular Customer
233,1,159.94,3,1,4,314,Regular Customer
153,1,139.99,4,1,4,414,Regular Customer
39,1,189.49,5,1,5,515,Regular Customer
315,1,369.9,2,1,5,215,Regular Customer
147,1,122.9,4,1,4,414,Regular Customer
113,1,75.0,4,1,3,413,Regular Customer
142,1,115.0,4,1,4,414,Regular Customer
30,1,36.9,5,1,1,511,Regular Customer
278,1,145.0,2,1,4,214,Regular Customer
6,1,104.0,5,1,3,513,Regular Customer
231,1,89.0,3,1,3,313,Regular Customer
345,1,142.9,2,1,4,214,Regular Customer
125,1,110.0,4,1,4,414,Regular Customer
66,1,796.0,5,1,5,515,Regular Customer
342,1,59.9,2,1,2,212,Regular Customer
276,1,119.9,2,1,4,214,Regular Customer
441,1,59.9,1,1,2,112,At Risk
425,1,80.0,1,1,3,113,Regular Customer
66,1,152.42,5,1,4,514,Regular Customer
51,1,49.9,5,1,2,512,Regular Customer
370,1,62.8,2,1,2,212,Regular Customer
17,1,414.62,5,1,5,515,Regular Customer
186,1,199.7,3,1,5,315,Regular Customer
455,1,48.9,1,1,2,112,At Risk
258,1,40.8,3,1,2,312,Regular Customer
432,1,118.58,1,1,4,114,Regular Customer
108,1,140.0,4,1,4,414,Regular Customer
197,2,531.04,3,5,5,355,Regular Customer
190,1,9.99,3,1,1,311,Regular Customer
288,1,378.0,2,1,5,215,Regular Customer
477,1,199.99,1,1,5,115,Regular Customer
122,1,209.99,4,1,5,415,Regular Customer
107,1,48.0,4,1,2,412,Regular Customer
300,1,135.0,2,1,4,214,Regular Customer
421,1,119.99,1,1,4,114,Regular Customer
21,1,134.9,5,1,4,514,Regular Customer
216,1,19.36,3,1,1,311,Regular Customer
147,1,79.9,4,1,3,413,Regular Customer
72,1,22.99,5,1,1,511,Regular Customer
29,1,69.99,5,1,3,513,Regular Customer
295,1,130.0,2,1,4,214,Regular Customer
434,1,99.99,1,1,3,113,Regular Customer
452,1,65.9,1,1,2,112,At Risk
7,1,62.0,5,1,2,512,Regular Customer
300,1,49.0,2,1,2,212,Regular Customer
126,1,149.9,4,1,4,414,Regular Customer
471,1,49.0,1,1,2,112,At Risk
382,1,10.9,2,1,1,211,Regular Customer
35,1,52.9,5,1,2,512,Regular Customer
384,1,23.99,1,1,1,111,At Risk
83,1,219.0,5,1,5,515,Regular Customer
156,1,84.89,4,1,3,413,Regular Customer
196,1,38.9,3,1,1,311,Regular Customer
125,2,159.98,4,5,4,454,Regular Customer
468,1,199.9,1,1,5,115,Regular Customer
219,1,138.9,3,1,4,314,Regular Customer
424,1,99.9,1,1,3,113,Regular Customer
215,1,69.0,3,1,2,312,Regular Customer
372,1,17.0,2,1,1,211,Regular Customer
265,1,38.0,3,1,1,311,Regular Customer
75,1,99.99,5,1,3,513,Regular Customer
458,1,37.9,1,1,1,111,At Risk
301,1,369.89,2,1,5,215,Regular Customer
202,1,29.9,3,1,1,311,Regular Customer
246,1,99.99,3,1,3,313,Regular Customer
183,1,11.55,3,1,1,311,Regular Customer
128,1,16.5,4,1,1,411,Regular Customer
266,1,79.9,3,1,3,313,Regular Customer
172,1,35.0,4,1,1,411,Regular Customer
396,1,99.9,1,1,3,113,Regular Customer
86,1,49.9,5,1,2,512,Regular Customer
183,1,204.0,3,1,5,315,Regular Customer
252,1,106.0,3,1,3,313,Regular Customer
377,1,25.9,2,1,1,211,Regular Customer
138,1,29.99,4,1,1,411,Regular Customer
527,1,68.9,1,1,2,112,At Risk
477,1,13.98,1,1,1,111,At Risk
424,1,28.9,1,1,1,111,At Risk
114,2,1373.8899999999999,4,5,5,455,VIP Customer
293,1,19.9,2,1,1,211,Regular Customer
178,1,38.0,3,1,1,311,Regular Customer
188,1,148.0,3,1,4,314,Regular Customer
694,1,43.89,1,1,2,112,At Risk
365,1,44.99,2,1,2,212,Regular Customer
234,1,169.9,3,1,4,314,Regular Customer
236,2,169.8,3,5,4,354,Regular Customer
117,1,99.99,4,1,3,413,Regular Customer
110,1,55.0,4,1,2,412,Regular Customer
381,1,216.76,2,1,5,215,Regular Customer
185,1,54.99,3,1,2,312,Regular Customer
106,1,296.0,4,1,5,415,Regular Customer
268,1,129.9,3,1,4,314,Regular Customer
234,1,59.0,3,1,2,312,Regular Customer
324,1,348.8,2,1,5,215,Regular Customer
101,1,179.0,4,1,4,414,Regular Customer
276,1,122.99,2,1,4,214,Regular Customer
318,1,16.9,2,1,1,211,Regular Customer
309,1,59.99,2,1,2,212,Regular Customer
376,1,290.0,2,1,5,215,Regular Customer
476,1,37.99,1,1,1,111,At Risk
220,1,69.9,3,1,2,312,Regular Customer
265,1,295.0,3,1,5,315,Regular Customer
556,1,24.87,1,1,1,111,At Risk
537,1,179.96,1,1,5,115,Regular Customer
34,1,184.0,5,1,5,515,Regular Customer
220,1,169.0,3,1,4,314,Regular Customer
121,1,19.9,4,1,1,411,Regular Customer
66,1,42.97,5,1,2,512,Regular Customer
523,1,279.0,1,1,5,115,Regular Customer
52,1,14.89,5,1,1,511,Regular Customer
300,1,159.8,2,1,4,214,Regular Customer
106,1,79.9,4,1,3,413,Regular Customer
122,1,44.99,4,1,2,412,Regular Customer
488,1,259.9,1,1,5,115,Regular Customer
402,1,134.99,1,1,4,114,Regular Customer
218,1,29.99,3,1,1,311,Regular Customer
141,1,18.0,4,1,1,411,Regular Customer
148,1,479.79999999999995,4,1,5,415,Regular Customer
75,3,193.5,5,5,5,555,VIP Customer
65,1,12.99,5,1,1,511,Regular Customer
459,1,54.9,1,1,2,112,At Risk
421,1,24.9,1,1,1,111,At Risk
154,1,81.99,4,1,3,413,Regular Customer
99,1,129.6,4,1,4,414,Regular Customer
30,1,74.99,5,1,3,513,Regular Customer
400,1,51.8,1,1,2,112,At Risk
502,1,117.3,1,1,4,114,Regular Customer
6,1,19.9,5,1,1,511,Regular Customer
301,1,17.99,2,1,1,211,Regular Customer
207,1,106.99,3,1,3,313,Regular Customer
366,1,45.9,2,1,2,212,Regular Customer
68,1,99.8,5,1,3,513,Regular Customer
198,1,59.99,3,1,2,312,Regular Customer
143,1,148.9,4,1,4,414,Regular Customer
117,1,145.9,4,1,4,414,Regular Customer
277,1,138.4,2,1,4,214,Regular Customer
97,1,125.9,4,1,4,414,Regular Customer
128,1,79.99,4,1,3,413,Regular Customer
433,2,150.0,1,5,4,154,Regular Customer
406,1,58.0,1,1,2,112,At Risk
310,1,39.9,2,1,1,211,Regular Customer
430,1,1250.0,1,1,5,115,Regular Customer
215,1,29.9,3,1,1,311,Regular Customer
118,1,181.0,4,1,5,415,Regular Customer
194,1,44.9,3,1,2,312,Regular Customer
540,1,21.32,1,1,1,111,At Risk
526,1,61.9,1,1,2,112,At Risk
99,1,79.9,4,1,3,413,Regular Customer
395,1,18.9,1,1,1,111,At Risk
101,1,42.49,4,1,2,412,Regular Customer
338,1,87.9,2,1,3,213,Regular Customer
278,1,77.0,2,1,3,213,Regular Customer
148,1,84.89,4,1,3,413,Regular Customer
205,1,170.9,3,1,4,314,Regular Customer
21,1,249.99,5,1,5,515,Regular Customer
366,1,80.0,2,1,3,213,Regular Customer
231,1,21.99,3,1,1,311,Regular Customer
489,1,79.7,1,1,3,113,Regular Customer
62,1,89.0,5,1,3,513,Regular Customer
11,1,35.0,5,1,1,511,Regular Customer
581,1,349.9,1,1,5,115,Regular Customer
111,1,142.0,4,1,4,414,Regular Customer
309,1,89.0,2,1,3,213,Regular Customer
219,1,219.9,3,1,5,315,Regular Customer
351,1,35.99,2,1,1,211,Regular Customer
212,1,148.0,3,1,4,314,Regular Customer
52,1,119.98,5,1,4,514,Regular Customer
200,2,278.9,3,5,5,355,Regular Customer
226,1,112.0,3,1,4,314,Regular Customer
69,1,150.0,5,1,4,514,Regular Customer
497,1,24.99,1,1,1,111,At Risk
356,1,169.99,2,1,4,214,Regular Customer
291,1,59.9,2,1,2,212,Regular Customer
41,1,43.0,5,1,2,512,Regular Customer
76,1,50.0,5,1,2,512,Regular Customer
333,1,22.9,2,1,1,211,Regular Customer
234,1,69.9,3,1,2,312,Regular Customer
159,1,37.0,4,1,1,411,Regular Customer
557,1,97.99,1,1,3,113,Regular Customer
153,1,29.0,4,1,1,411,Regular Customer
69,1,153.4,5,1,4,514,Regular Customer
35,1,280.0,5,1,5,515,Regular Customer
18,1,59.99,5,1,2,512,Regular Customer
151,1,48.9,4,1,2,412,Regular Customer
377,1,149.7,2,1,4,214,Regular Customer
421,1,88.0,1,1,3,113,Regular Customer
286,1,179.94,2,1,5,215,Regular Customer
319,1,85.0,2,1,3,213,Regular Customer
497,1,109.9,1,1,3,113,Regular Customer
398,1,787.9,1,1,5,115,Regular Customer
9,1,28.99,5,1,1,511,Regular Customer
21,1,89.0,5,1,3,513,Regular Customer
333,1,59.9,2,1,2,212,Regular Customer
83,1,193.8,5,1,5,515,Regular Customer
12,1,69.9,5,1,2,512,Regular Customer
193,1,122.99,3,1,4,314,Regular Customer
81,1,42.99,5,1,2,512,Regular Customer
562,1,119.99,1,1,4,114,Regular Customer
44,1,59.99,5,1,2,512,Regular Customer
461,1,179.9,1,1,4,114,Regular Customer
292,1,140.0,2,1,4,214,Regular Customer
273,1,65.9,2,1,2,212,Regular Customer
208,1,19.9,3,1,1,311,Regular Customer
118,1,158.0,4,1,4,414,Regular Customer
275,1,58.9,2,1,2,212,Regular Customer
95,1,55.0,4,1,2,412,Regular Customer
314,1,159.9,2,1,4,214,Regular Customer
269,1,53.0,2,1,2,212,Regular Customer
280,1,10.9,2,1,1,211,Regular Customer
47,1,90.0,5,1,3,513,Regular Customer
269,1,140.0,2,1,4,214,Regular Customer
121,1,179.0,4,1,4,414,Regular Customer
22,1,259.0,5,1,5,515,Regular Customer
223,1,116.6,3,1,4,314,Regular Customer
399,1,159.0,1,1,4,114,Regular Customer
258,1,74.99,3,1,3,313,Regular Customer
215,1,19.99,3,1,1,311,Regular Customer
162,1,189.0,4,1,5,415,Regular Customer
346,1,249.0,2,1,5,215,Regular Customer
42,1,24.49,5,1,1,511,Regular Customer
275,1,124.0,2,1,4,214,Regular Customer
140,1,55.0,4,1,2,412,Regular Customer
424,1,199.8,1,1,5,115,Regular Customer
278,1,84.99,2,1,3,213,Regular Customer
464,1,59.9,1,1,2,112,At Risk
237,1,75.0,3,1,3,313,Regular Customer
185,1,1899.05,3,1,5,315,Regular Customer
410,1,149.7,1,1,4,114,Regular Customer
250,1,44.5,3,1,2,312,Regular Customer
106,1,56.1,4,1,2,412,Regular Customer
220,1,42.99,3,1,2,312,Regular Customer
48,1,798.0,5,1,5,515,Regular Customer
359,1,74.9,2,1,3,213,Regular Customer
208,1,177.75,3,1,4,314,Regular Customer
414,1,499.9,1,1,5,115,Regular Customer
337,1,18.9,2,1,1,211,Regular Customer
479,1,119.99,1,1,4,114,Regular Customer
20,1,8.9,5,1,1,511,Regular Customer
217,1,53.99,3,1,2,312,Regular Customer
20,1,210.0,5,1,5,515,Regular Customer
279,1,13.99,2,1,1,211,Regular Customer
216,1,1688.0,3,1,5,315,Regular Customer
119,1,110.0,4,1,4,414,Regular Customer
365,1,49.99,2,1,2,212,Regular Customer
173,1,49.4,4,1,2,412,Regular Customer
117,1,48.9,4,1,2,412,Regular Customer
87,1,105.0,5,1,3,513,Regular Customer
269,1,299.99,2,1,5,215,Regular Customer
404,1,139.0,1,1,4,114,Regular Customer
54,1,123.9,5,1,4,514,Regular Customer
378,1,130.0,2,1,4,214,Regular Customer
525,1,99.99,1,1,3,113,Regular Customer
